NAME,ward_id,DISTRICT,LAGSSCODE,HECTARES,NONLD_AREA,geometry,ward name,borough,population,incident_count,demand_weight,centroid
Berrylands,E05000401,Kingston upon Thames,E09000021,145.39,0.0,"POLYGON ((-0.3038496530100893 51.39248697800652, -0.303750570110667 51.39252240248325, -0.3023204193175789 51.39314195437622, -0.3013642236146801 51.39357777372508, -0.3008321569029526 51.39381908085623, -0.3003094090814575 51.39403903483355, -0.2997963250967876 51.39426991461976, -0.2989760946901238 51.3946015162286, -0.2984442939386046 51.39479346176318, -0.2979445197921369 51.39497499226707, -0.2974929061813978 51.39513933040607, -0.2973603633053342 51.39518505130444, -0.2966177820257036 51.39543865334316, -0.2955596066405111 51.39575508531313, -0.2951231304645651 51.39589437285063, -0.2951202540857475 51.39589522999621, -0.2941769112166457 51.396176461445, -0.2915621273207065 51.39686862190479, -0.2911749056491286 51.39696096625281, -0.2910576740329645 51.3969835295152, -0.2907222515556436 51.39703437508197, -0.2900315787256708 51.39716553069464, -0.2839060715427733 51.39840146389515, -0.280291160792468 51.39911369468904, -0.2770844860409826 51.39978785628288, -0.2769990398862874 51.39980637787884, -0.2769136838146637 51.39966478986568, -0.2768944024267683 51.39960697072554, -0.2768628361490578 51.39956695082884, -0.2768118061040086 51.39950866483348, -0.2767490149080649 51.39945739782069, -0.2766507037212989 51.3993956295869, -0.2765518458899867 51.39931056927623, -0.2764744139213866 51.39922941997852, -0.2763994173185818 51.39908348895288, -0.2763736978180316 51.39892578664693, -0.2763705186176322 51.39870449736101, -0.2763668662716992 51.39853363469695, -0.2763464283947382 51.39834895031996, -0.2762860316917359 51.39812052644086, -0.2761743350218474 51.39780324643068, -0.2759645558462717 51.39726696663168, -0.2759358666774033 51.39715048433793, -0.2759776148168607 51.3971466035686, -0.276039518164688 51.39714571628205, -0.2762476654410105 51.39711371744823, -0.2764365051529786 51.39710031315856, -0.2765605647070172 51.39708865284621, -0.2768132016786736 51.39706180228422, -0.27722687467342 51.39703282375517, -0.277378516984257 51.39701257813179, -0.2775843590106211 51.3969283114594, -0.278006469722731 51.39671246334343, -0.278410251814901 51.39648906259523, -0.2788670426611127 51.39622688328124, -0.2796309671705339 51.39571380726692, -0.2802420394767137 51.3952498157828, -0.2809868927044705 51.39463126876747, -0.2812513741452416 51.39439862281613, -0.2813676992357568 51.39424839885174, -0.2814012676221227 51.39412114404554, -0.2814773106303085 51.39393257141597, -0.281546520016657 51.39365750514087, -0.2816483757388193 51.39324177538878, -0.2819594810381439 51.39196032509363, -0.2821849902035499 51.39073623349513, -0.2833733500067021 51.38993619241854, -0.284587606489852 51.38913651851662, -0.2855975315327712 51.38845709499074, -0.2859008967659044 51.38826366430423, -0.2863934630438006 51.38800476616958, -0.2868352301385155 51.38783673086999, -0.2876817838731153 51.38760538720879, -0.2888432631048991 51.38732739411752, -0.2896168647553053 51.38716428368198, -0.289983737418964 51.38711659753346, -0.2903938722045596 51.38706225958624, -0.2915216715734206 51.38691778875453, -0.2914240045986131 51.38676254672438, -0.2913730210413197 51.38666471189643, -0.291318325175679 51.38659019676928, -0.2911673828963554 51.38643687461047, -0.2901906729316669 51.38580573648895, -0.2925749720410316 51.38456896564164, -0.2926443484936312 51.38451963284782, -0.2926668720447619 51.38449389019119, -0.2926896965046741 51.38446006096203, -0.2927025883352083 51.38442249102538, -0.2941774678822248 51.38487467992636, -0.2945198575925259 51.38498134019886, -0.2946914070287487 51.38504586759728, -0.295071274851699 51.38514848680358, -0.2953059487592649 51.38521393175508, -0.2954235539694107 51.3852984400296, -0.2956609804704394 51.38548438954024, -0.2957750955464453 51.38558314069509, -0.2961097211394305 51.38597565339064, -0.296256151434409 51.38613600556085, -0.2964278503072116 51.38634985546141, -0.2966146534838114 51.38658460152909, -0.2967595546089232 51.38682134529521, -0.2968993281105882 51.38712283180118, -0.297142942554605 51.38772348407601, -0.297549411980034 51.38869697724014, -0.2975963312485526 51.38882810288334, -0.2978777954792763 51.38961000095041, -0.2981707692479739 51.39081656999263, -0.2984591935891919 51.39203116287053, -0.2987357393762191 51.39201360231039, -0.2992144155459463 51.39201335890439, -0.2997548920051893 51.39204996996732, -0.3004737229642094 51.39212512511926, -0.3011655512640586 51.39222865214888, -0.3021997131091863 51.39244240754013, -0.3026021334404085 51.39252375272049, -0.3027387862800505 51.3925203381183, -0.3028733610129726 51.39249621643112, -0.303049810389006 51.39246461006394, -0.3033375567436314 51.39234291769936, -0.3034222319737033 51.3924214570266, -0.3036732563898943 51.39232170698442, -0.3038496530100893 51.39248697800652))",Berrylands,Kingston upon Thames,9708,37,5839.6,POINT (-0.2894565229825078 51.39264588475685)
Alexandra,E05000400,Kingston upon Thames,E09000021,268.506,0.0,"POLYGON ((-0.2725691349230317 51.37226530796212, -0.2726334065927974 51.37227614455015, -0.2732134750014285 51.37243761496299, -0.2733374706118604 51.37250147329599, -0.2736900400881522 51.37271802324526, -0.2738483229917296 51.37282463914513, -0.2739868003174288 51.37292556906512, -0.2740830264372749 51.37300340146539, -0.2748682338016293 51.37370836298146, -0.2772680636586782 51.37591807966173, -0.2780211299349018 51.37660447675757, -0.2795131531614873 51.37796985668454, -0.2806835320495816 51.37902384973319, -0.2807628853134422 51.37913208463881, -0.2808914469182639 51.37930567934886, -0.2823554051442094 51.38065622585579, -0.2828521393161461 51.38109160866052, -0.2829093120040508 51.3811373963311, -0.2832288956348694 51.38139298910849, -0.2836563281037446 51.38164476684936, -0.2840521503565432 51.38189599017507, -0.2842344175175016 51.38198055783035, -0.2843675693086262 51.38203195230312, -0.2846883987607325 51.38213733701509, -0.2858853151897772 51.38244891445711, -0.2867616554719378 51.38268657002318, -0.287310354123472 51.38288697660902, -0.2877744798819037 51.38338838703152, -0.2878802265826282 51.38352028657155, -0.289009084973144 51.38492437491872, -0.2890744447429804 51.38498286497313, -0.2892477703872391 51.38511395195195, -0.2894520919012092 51.38530041974887, -0.2901906729316669 51.38580573648895, -0.2911673828963554 51.38643687461047, -0.291318325175679 51.38659019676928, -0.2913730210413197 51.38666471189643, -0.2914240045986131 51.38676254672438, -0.2915216715734206 51.38691778875453, -0.2903938722045596 51.38706225958624, -0.289983737418964 51.38711659753346, -0.2896168647553053 51.38716428368198, -0.2888432631048991 51.38732739411752, -0.2876817838731153 51.38760538720879, -0.2868352301385155 51.38783673086999, -0.2863934630438006 51.38800476616958, -0.2859008967659044 51.38826366430423, -0.2855975315327712 51.38845709499074, -0.284587606489852 51.38913651851662, -0.2833733500067021 51.38993619241854, -0.2821849902035499 51.39073623349513, -0.2819594810381439 51.39196032509363, -0.2816483757388193 51.39324177538878, -0.281546520016657 51.39365750514087, -0.2814773106303085 51.39393257141597, -0.2814012676221227 51.39412114404554, -0.2813676992357568 51.39424839885174, -0.2812513741452416 51.39439862281613, -0.2809868927044705 51.39463126876747, -0.2802420394767137 51.3952498157828, -0.2796309671705339 51.39571380726692, -0.2788670426611127 51.39622688328124, -0.278410251814901 51.39648906259523, -0.278006469722731 51.39671246334343, -0.2775843590106211 51.3969283114594, -0.277378516984257 51.39701257813179, -0.27722687467342 51.39703282375517, -0.2768132016786736 51.39706180228422, -0.2765605647070172 51.39708865284621, -0.2764365051529786 51.39710031315856, -0.2762476654410105 51.39711371744823, -0.276039518164688 51.39714571628205, -0.2759776148168607 51.3971466035686, -0.2759358666774033 51.39715048433793, -0.2758246191001347 51.39689703915471, -0.2757315088166357 51.39662147575461, -0.2756071954442424 51.39625537382327, -0.2755022981213994 51.39606324327494, -0.2753844933317517 51.39587083276206, -0.2750576507526739 51.39538766686968, -0.274820761462496 51.39503707761454, -0.2745014316257197 51.39458449658456, -0.2743748828992814 51.39439474310057, -0.2742204352830513 51.39421887262144, -0.2740120423062193 51.39402782344764, -0.2736215893991817 51.39370823248069, -0.273330485036329 51.3934603156581, -0.2730398101312123 51.39320422355522, -0.2727944704026352 51.39296228387023, -0.2726278639597072 51.39280430178858, -0.2723060795299339 51.3924965064463, -0.2717868555249656 51.39200950536117, -0.2709457588743824 51.39117694350462, -0.2708726820128577 51.39109405654443, -0.2707963576709885 51.39098415173058, -0.2707041333145551 51.39083706347542, -0.2705027153714815 51.39046181651384, -0.2701947691515192 51.38986015765087, -0.270043133251673 51.38957284732949, -0.2699691516330752 51.38940094576163, -0.2699396708969667 51.38926826812605, -0.2699713591718278 51.38899993604591, -0.2700107794314666 51.38879365896059, -0.2700186351268898 51.38869848131301, -0.2699984065166279 51.38862527404267, -0.2699000963586481 51.38845121521338, -0.2697490431503051 51.3883779641037, -0.2696659236279483 51.38833529297344, -0.2696325626961489 51.38826467859682, -0.2696631029809177 51.38802680558527, -0.2696881535501103 51.38785906313208, -0.2696999850239019 51.3875453981064, -0.2696839599032114 51.38736077724244, -0.2696519281319039 51.38714184802174, -0.2695439013961643 51.38646213942724, -0.2694520359177243 51.38592578964647, -0.2694154070783477 51.3857156924765, -0.2693663021514044 51.38556932970516, -0.2692398021713543 51.38537948097966, -0.2691194026127303 51.38525723690217, -0.268952616314241 51.38514590447848, -0.2686112049282778 51.38493948482014, -0.2683835855703992 51.3848011817437, -0.2680546094119983 51.38464528804246, -0.2675180816333246 51.38439094116949, -0.2669552723698482 51.38411103115303, -0.2666220427659304 51.38395507044734, -0.2664236819031194 51.3838423682437, -0.2662420876527996 51.3837030337604, -0.2660437956110142 51.38347256322574, -0.2659304060896315 51.38328119667695, -0.2657858610395331 51.38307399602815, -0.2656607554121402 51.38296066859385, -0.2655759961474969 51.38288650525868, -0.2655397297010971 51.3828554024951, -0.2654268363843221 51.38276383152393, -0.2654156552140547 51.38275557501965, -0.2652615197254303 51.38265170636188, -0.2650899629651385 51.38255108563779, -0.2648918403019773 51.38246993911578, -0.2646847677964494 51.3823967506871, -0.2644943395865056 51.38234088938221, -0.2642006363330927 51.38228071096925, -0.2639174217181061 51.38220639315375, -0.2635321877364328 51.38209460283844, -0.2633075815678844 51.38199328315642, -0.2630312041943462 51.38185424674911, -0.2627815170898665 51.38173007927507, -0.2625664986415574 51.38160094145311, -0.262378730489931 51.38147499424588, -0.262230800707926 51.38135772857362, -0.2621059324502836 51.38124161386479, -0.2619719666509082 51.38109668602048, -0.2618136701753862 51.3809153472382, -0.2617406258533019 51.38083245475395, -0.2616626380077765 51.38076746884863, -0.2615409981828574 51.3806756743678, -0.2614596330605141 51.38058726425152, -0.2613798180586492 51.38045482614822, -0.2613431099805215 51.38032293775431, -0.2612694779736232 51.38003047966106, -0.2611740750455071 51.37974039541091, -0.2611247640866895 51.37960031880587, -0.2611722477571262 51.37960102349606, -0.2611656987129912 51.37947057149191, -0.2613775590791909 51.37918864293221, -0.2614193471121107 51.37910826322178, -0.2614407455498731 51.3790375598381, -0.2614917684387461 51.37852579771206, -0.2615190150004312 51.37848835413992, -0.2615905848240247 51.37841929413846, -0.2619012877440156 51.37822072991115, -0.2619370381527176 51.37818709828721, -0.2619689035125399 51.3781434301354, -0.2619914833173468 51.37807903716342, -0.2624111692420468 51.37735509503832, -0.262492570346652 51.3772547153281, -0.2628966713170903 51.37705474659992, -0.2632989811347128 51.37682688097539, -0.2638573092621425 51.37642692017292, -0.2642583432847161 51.37608216252809, -0.2647024073290065 51.37562377808209, -0.2655275354882903 51.37523225560944, -0.2664564762913723 51.37479551548395, -0.2668046829147759 51.37463156532894, -0.2680098409030682 51.37406665601123, -0.2688750355717715 51.37364154049077, -0.2689101672577087 51.37362407959548, -0.2692609583729565 51.37350421132352, -0.2697593557274779 51.37331828793161, -0.2704907425006983 51.37308896414677, -0.2710654658519085 51.37289867801777, -0.271203652324359 51.37285307019714, -0.2719560483841795 51.37259707736771, -0.2721910636192291 51.37249985558265, -0.2724465969858872 51.37235160305562, -0.2725691349230317 51.37226530796212))",Alexandra,Kingston upon Thames,9639,30,5795.4,POINT (-0.2752732090845407 51.38388654659455)
Beverley,E05000402,Kingston upon Thames,E09000021,187.821,0.0,"POLYGON ((-0.2587331652307956 51.40955947148786, -0.258688885925033 51.40955162163109, -0.2581968694973821 51.40948308861249, -0.2579646387576475 51.40950121276929, -0.2577659266152403 51.40951084481033, -0.25730877346823 51.40950764385722, -0.2570651170797655 51.40952379834431, -0.2570232001301654 51.40952865881766, -0.2567594028719893 51.40958496789953, -0.2560936217634827 51.4096245075123, -0.2552366841063554 51.4096962584528, -0.2540648088315665 51.40984700820758, -0.2535690114985421 51.40991513658475, -0.2529592186947741 51.41025854404388, -0.2529224937414069 51.41027957246719, -0.251803499268191 51.41096428212989, -0.2514936035870139 51.41117191187761, -0.2512477860719676 51.41139667888512, -0.2511940155210461 51.41144801826572, -0.2511276008266481 51.41153243176648, -0.2509979688266893 51.41183804355146, -0.2507978745983624 51.4122594729259, -0.250371447686541 51.41186375279338, -0.2498954418896149 51.41137559316066, -0.2494081571676588 51.41095639578424, -0.2490650907011882 51.41071303699572, -0.2482040716430655 51.4101803707289, -0.2471369012988794 51.40958258408572, -0.2471510061344908 51.40951447135289, -0.2471797939827877 51.40940342641611, -0.2471933964814008 51.40938564993996, -0.2472114054470604 51.40936425348248, -0.2472283824432415 51.4093357395197, -0.2472407348223782 51.40931344936125, -0.2472465940817412 51.40930904201161, -0.24725721536209 51.40929481692538, -0.2474289449921816 51.40916613173223, -0.2475088566413033 51.40910709399691, -0.2475570664323438 51.40904929025897, -0.2475558366138373 51.40885508872833, -0.2475385422471395 51.40866864803757, -0.2475099708877301 51.40851359346856, -0.247507642471919 51.40850007370875, -0.2474608028676756 51.40844453451075, -0.2473944235211292 51.40837602723821, -0.2473632208831308 51.40832701481692, -0.2473387517099749 51.40825383019121, -0.2472954587472255 51.40818306102853, -0.2472922428393014 51.40815244706329, -0.2472831923618637 51.40808839308002, -0.2472575077414259 51.40800979627824, -0.2472032162336292 51.40796313548027, -0.2471039489074252 51.40788973106035, -0.2470323588600811 51.40784281144084, -0.2469564038493313 51.40779843357227, -0.2468418513423928 51.40778683102184, -0.2467336047574378 51.40775914076548, -0.2465986350293449 51.40775442449454, -0.2462971039959469 51.4076690030569, -0.2461922860533185 51.40762608066522, -0.2460425209550118 51.40759597043794, -0.2458479155277263 51.40756968383805, -0.2458107648590583 51.40756463277857, -0.2458014157431986 51.40754561391308, -0.2457584387086172 51.40746666801948, -0.2457038399052895 51.40742809287889, -0.2455049225812591 51.40725430573679, -0.2454873714188819 51.40722347709703, -0.2454730765571177 51.40718190924746, -0.2453869381526503 51.40710321601633, -0.2453536288750111 51.40707215142341, -0.2453383060027585 51.40702337619158, -0.2453998401306494 51.40695507475814, -0.2455039763138185 51.40675247171647, -0.2455328540894312 51.40663603449143, -0.2454774074377184 51.40654530473946, -0.2453581976892577 51.40635194377732, -0.2452297244123442 51.40614046404266, -0.2452215912226871 51.4061268573104, -0.2451959339346043 51.40601050255601, -0.2451921116086609 51.40592144464885, -0.2451844397120153 51.40570997564373, -0.2450504959372852 51.40545256492673, -0.2450131253303601 51.40533873169748, -0.2449466127753577 51.40508502761889, -0.2448846909717408 51.40482599826099, -0.2448865256734076 51.40470376216113, -0.244848540303517 51.40460601169843, -0.2448115492307769 51.40448229510135, -0.2447182439783784 51.40436492700216, -0.2446847347923039 51.40422768765475, -0.2447033829737168 51.40385209632085, -0.2447001504944421 51.40371360235832, -0.2446829921278703 51.40340939444068, -0.2447395696168602 51.40317011974131, -0.2448450641631236 51.40289471877297, -0.2448551764030676 51.40285351635554, -0.2448922464224804 51.40271194009693, -0.2450445155017565 51.40230149088406, -0.2450555484852929 51.40227648418586, -0.2450707469225275 51.40222007496256, -0.2452342164098678 51.40170272264284, -0.2452386341579001 51.40170188979666, -0.2452941542954933 51.40171620609672, -0.2453760959907496 51.40164101824926, -0.2454956645489594 51.40155830271523, -0.245697926240058 51.40142099727734, -0.2460851871920373 51.40110486302831, -0.2461238602886114 51.40107307793104, -0.2464614263243264 51.40081643150238, -0.246477526055615 51.40080768243818, -0.2466730952606787 51.40069643601171, -0.2466881168879454 51.40067868081576, -0.2467189632764763 51.40065936438502, -0.2467928212051209 51.40057227774769, -0.2468343424533703 51.40050008015123, -0.2468464177013349 51.40048497784777, -0.2468239932153064 51.40039564163585, -0.2467104345781664 51.40013224455989, -0.2466601382529686 51.39998135947894, -0.2466193671940459 51.39969298038847, -0.2465916619310728 51.39940389777017, -0.2466092505311816 51.39928180738526, -0.2466219997665063 51.39921187634157, -0.2467243054886568 51.39920531605928, -0.2469934601559597 51.39919675675193, -0.2486415259134471 51.39910632730287, -0.2503127080381656 51.39901253395897, -0.253474978699776 51.39883495763051, -0.2552745787719278 51.39872682551062, -0.2564293130962438 51.39860466769728, -0.2594484858779127 51.3992790273166, -0.2603665225622502 51.39944728650022, -0.2608181578569351 51.3989495635057, -0.261715066758664 51.39819306101694, -0.262560285730107 51.39755184574871, -0.262242095681553 51.39729711686281, -0.263492943929499 51.3967230411347, -0.2640956849447779 51.39648384847734, -0.2644240580843399 51.3963537730744, -0.2655614140376419 51.39604328819459, -0.266292357366005 51.39591116429132, -0.266693173657694 51.39583969006561, -0.2667997183551944 51.3960625088324, -0.2669948902171489 51.39664362941081, -0.2674391798284065 51.39797208211323, -0.2682160025723026 51.39791883701673, -0.2698994088994731 51.39780345928382, -0.271664278202554 51.39766489613493, -0.2727570082702885 51.3975821179686, -0.2731972259633715 51.39749681830655, -0.2736930296076337 51.39738635491899, -0.2740992082327787 51.39728895340001, -0.2745107703161037 51.39719963080281, -0.2749659706513612 51.39710025111781, -0.2751017576580401 51.39708247201975, -0.2752096397948044 51.39707866596612, -0.2753200778845337 51.39708568536784, -0.2754544793360076 51.39710474425453, -0.2756503112171093 51.39713549487266, -0.2758334677706127 51.39715976570516, -0.2759358666774033 51.39715048433793, -0.2759645558462717 51.39726696663168, -0.2761743350218474 51.39780324643068, -0.2762860316917359 51.39812052644086, -0.2763464283947382 51.39834895031996, -0.2763668662716992 51.39853363469695, -0.2763705186176322 51.39870449736101, -0.2763736978180316 51.39892578664693, -0.2763994173185818 51.39908348895288, -0.2764744139213866 51.39922941997852, -0.2765518458899867 51.39931056927623, -0.2766507037212989 51.3993956295869, -0.2767490149080649 51.39945739782069, -0.2768118061040086 51.39950866483348, -0.2768628361490578 51.39956695082884, -0.2768944024267683 51.39960697072554, -0.2769136838146637 51.39966478986568, -0.2769990398862874 51.39980637787884, -0.2771005475036472 51.3999723862288, -0.2771672332376119 51.40003359923437, -0.2772363369438711 51.40007147389896, -0.2773097187661214 51.40010590533418, -0.2773395603805065 51.40015399069765, -0.2774255461703504 51.40027571986459, -0.2775433327089756 51.40043126906151, -0.2776777406841174 51.40056719465083, -0.2777294817263059 51.40060661182201, -0.2775111391306416 51.40071397899449, -0.2775113971541358 51.4007859922082, -0.2774663465385802 51.40079881493676, -0.2780367797662062 51.40149510837637, -0.2780115736207152 51.40159182933492, -0.2772528192828914 51.40200518261659, -0.2773215712070795 51.40204934498869, -0.2771624900675421 51.40215039069924, -0.2773752783441061 51.40230463962063, -0.2773119914062719 51.40241788153772, -0.2772601757789273 51.40249713028884, -0.2769715449460475 51.40275548304702, -0.2772147012874812 51.40290289687577, -0.2770840314354416 51.40301433897617, -0.2762638285504931 51.40269023686746, -0.2762312473272117 51.40267717171609, -0.2759965599129292 51.40279957857858, -0.2760947787908092 51.40290180066069, -0.2756249122082163 51.40320054577722, -0.2753201365703759 51.40343078814066, -0.2749224270993822 51.40333953002203, -0.2747169279563256 51.4035271814607, -0.2740509902439635 51.40330602216403, -0.2736644253416713 51.403605177203, -0.2729299885182363 51.40417348792596, -0.273019997509201 51.40418829927725, -0.2729775974500376 51.40451140218198, -0.2727196704565952 51.40448872203107, -0.2718834021167926 51.40443683762413, -0.2718425510083404 51.40475636701402, -0.2705330567321763 51.40391240198669, -0.2702243362914615 51.4037468357041, -0.2695752993307196 51.4034207179757, -0.269155336010447 51.40323471718597, -0.2689257562057616 51.40314592169884, -0.2686150615187311 51.40303605960087, -0.2682330449474054 51.40291264671207, -0.2675936119763662 51.40275027679471, -0.2668534948609968 51.40258920124484, -0.266336660752401 51.40249525301321, -0.26624362758922 51.40248218974165, -0.2654800002060251 51.40241326422402, -0.2653547059718966 51.40241950063548, -0.2653666317606321 51.402141887682, -0.2634375430505501 51.40251435925453, -0.2580438960272752 51.4035565261494, -0.2569029525172773 51.40376799604164, -0.2569964698323687 51.40418301491751, -0.2573778829704065 51.40553493298009, -0.2586043603001305 51.40916451714236, -0.2587331652307956 51.40955947148786))",Beverley,Kingston upon Thames,10726,69,6463.2,POINT (-0.2589377056537231 51.40273959704683)
Surbiton Hill,E05000413,Kingston upon Thames,E09000021,166.482,0.0,"POLYGON ((-0.313158566732084 51.38880045473526, -0.3059924223731152 51.39167984333253, -0.3048489011852475 51.39212916458528, -0.3038496530100893 51.39248697800652, -0.3036732563898943 51.39232170698442, -0.3034222319737033 51.3924214570266, -0.3033375567436314 51.39234291769936, -0.303049810389006 51.39246461006394, -0.3028733610129726 51.39249621643112, -0.3027387862800505 51.3925203381183, -0.3026021334404085 51.39252375272049, -0.3021997131091863 51.39244240754013, -0.3011655512640586 51.39222865214888, -0.3004737229642094 51.39212512511926, -0.2997548920051893 51.39204996996732, -0.2992144155459463 51.39201335890439, -0.2987357393762191 51.39201360231039, -0.2984591935891919 51.39203116287053, -0.2981707692479739 51.39081656999263, -0.2978777954792763 51.38961000095041, -0.2975963312485526 51.38882810288334, -0.297549411980034 51.38869697724014, -0.297142942554605 51.38772348407601, -0.2968993281105882 51.38712283180118, -0.2967595546089232 51.38682134529521, -0.2966146534838114 51.38658460152909, -0.2964278503072116 51.38634985546141, -0.296256151434409 51.38613600556085, -0.2961097211394305 51.38597565339064, -0.2957750955464453 51.38558314069509, -0.2956609804704394 51.38548438954024, -0.2954235539694107 51.3852984400296, -0.2953059487592649 51.38521393175508, -0.295071274851699 51.38514848680358, -0.2946914070287487 51.38504586759728, -0.2945198575925259 51.38498134019886, -0.2941774678822248 51.38487467992636, -0.2927025883352083 51.38442249102538, -0.2926896965046741 51.38446006096203, -0.2926668720447619 51.38449389019119, -0.2926443484936312 51.38451963284782, -0.2925749720410316 51.38456896564164, -0.2901906729316669 51.38580573648895, -0.2894520919012092 51.38530041974887, -0.2892477703872391 51.38511395195195, -0.2890744447429804 51.38498286497313, -0.289009084973144 51.38492437491872, -0.2878802265826282 51.38352028657155, -0.2877744798819037 51.38338838703152, -0.287310354123472 51.38288697660902, -0.2875370309073338 51.38293434046829, -0.2878350514114844 51.3829972202341, -0.2881362665680485 51.3830888238632, -0.2884814405908925 51.38319635173796, -0.2887278009825208 51.38325928370897, -0.288833055761149 51.3832868917396, -0.289200389099353 51.38295594148607, -0.2894024893806514 51.38273773927077, -0.2895397300911832 51.38256524777507, -0.289683811954525 51.38232363333557, -0.2898685384286078 51.38180212537594, -0.2901749247860718 51.38086777578381, -0.2904097470480039 51.38011757426293, -0.2910978173142794 51.37908540608078, -0.2915637501768282 51.37845643102836, -0.2923338515959687 51.37803604955958, -0.2953352247484348 51.37843045270226, -0.2959168715793318 51.37851532813274, -0.2959240947421239 51.37851543318509, -0.2961370986440885 51.3785446017362, -0.2963026043163574 51.37857667523846, -0.2966324490151577 51.37867226940713, -0.2973115440926264 51.37896001930388, -0.2979533741855752 51.37920497112383, -0.2980398011111467 51.37923859037929, -0.2985068010691639 51.37931639351264, -0.3000323694748905 51.37956157790271, -0.3018998466370172 51.37984945573614, -0.3024562366402084 51.37848169679022, -0.3035074212795429 51.37869470041404, -0.3052455116285669 51.37898244953409, -0.305356967440642 51.37899934449273, -0.3054975904288172 51.37904452998298, -0.3057324388526151 51.37914330939584, -0.3078918527366385 51.38016727339304, -0.3083259715809886 51.38008355258876, -0.3085175376011407 51.38050183309187, -0.3092767004938494 51.38044896135748, -0.3093186032443355 51.38110601108085, -0.3092455163608028 51.38114091622177, -0.3092822644765639 51.3813140532317, -0.3092935831183225 51.38135736823904, -0.3093172383147254 51.38149354747633, -0.3093004210262421 51.38163804276247, -0.3093022168430067 51.38170828006158, -0.3093309498263535 51.38186422051101, -0.3094983971699188 51.38184416163622, -0.309558073617474 51.38244662894278, -0.3096546120784248 51.3825181431281, -0.309751940761349 51.38264540621224, -0.309842587145073 51.38283828922614, -0.3098868168766462 51.38284701814439, -0.3099113426041953 51.3828824326365, -0.3103472273296471 51.3836522337856, -0.310288362012444 51.38380601173556, -0.3103072945907926 51.38395470849822, -0.3104128048551232 51.38421064495422, -0.310442899743037 51.38425252247514, -0.3105407966823578 51.38436451015256, -0.3106545289420145 51.3845162817344, -0.3105664218325819 51.38460500062508, -0.3105803722892678 51.3846573433495, -0.3106310309340815 51.38476505388085, -0.3106650292090278 51.38481678663701, -0.310729850984829 51.38489062948377, -0.310950015569965 51.38503854114078, -0.3111272062644438 51.38514358033174, -0.3117876222165284 51.38578616777566, -0.3108689636395386 51.38618754405383, -0.3114093720945159 51.38673302037105, -0.3114588235289426 51.38679315638814, -0.3114999825818089 51.3868467900453, -0.3113639404561862 51.38691135507167, -0.3116937724534306 51.38712566293388, -0.3118229707857251 51.38720843368141, -0.3117687349245312 51.38723642004999, -0.311735029936311 51.38725391429015, -0.3118455344342305 51.3873777693207, -0.3117400860082453 51.38743207752754, -0.3128724029387555 51.38849058773562, -0.313158566732084 51.38880045473526))",Surbiton Hill,Kingston upon Thames,11159,36,6709.799999999999,POINT (-0.3013216518313546 51.38481088061287)
